一番槍	1
一筋	2
一週	1
七	10
上手	1
下層	1
不	5
不面目	1
世の中	12
世話	14
世間	5
両	2
中学	12
丸の内	1
主人	9
乗せる	3
乗り	1
乗りつける	1
九	13
九州	4
事件	17
事柄	1
云う	442
五重の塔	1
井戸	2
亭	1
人指し指	1
今日様	2
他国	1
付く	13
代り	15
仲間	2
会津	3
会見	1
似る	9
体面	2
何ぞ	2
何と	2
余分	1
余興	2
使	1
価値	1
便り	4
信用	4
信頼	1
倹約	2
傍	7
催促	2
僧	1
僻遠	1
先生	47
入り乱れる	1
八つ	1
六月	1
内所	3
冷然	1
出し	1
出掛ける	5
出立	3
剣舞	2
割れる	3
力瘤	3
助	1
動ける	1
勘当	2
勝つ	5
勤まる	5
北	2
十分	2
半切	1
単に	3
厄介	8
厭	6
厳罰	2
取り出す	1
受け取る	4
口外	2
叩	6
召す	1
右	9
号令	2
合せ	1
同志	3
向	19
君	184
吹	4
吹かす	3
呼び寄せる	1
品格	1
問答	1
囃	2
四月	2
図太い	2
圧	1
在来	1
地方	2
増俸	2
増給	8
壁	2
多良	1
夢中	2
大した	1
大分	20
大勢	1
大学	4
大将	5
天目	1
太神楽	1
失う	2
失言	1
奉公	4
奴等	9
妻	1
始める	30
威	1
威張る	5
学士	2
宛	2
寡	1
小人	1
尖る	1
尻	13
居	2
履歴	4
岩	2
岳	1
差し	1
希望	9
帥	1
師範	11
帯	2
帯びる	1
帰りがけ	6
帽子	1
年間	5
広い	4
床柱	1
座	1
建てる	1
引	2
弟	8
張番	1
強い	15
当分	1
影法師	2
役	3
待つ	15
得	2
御	1
御影石	1
徹頭徹尾	3
忍ぶ	1
忘れる	11
怒る	4
怒鳴る	4
怙	1
思い	1
思い当る	1
急ぐ	4
恩	2
悪口	1
悪戯	1
感銘	1
戦争	3
手数	3
打	6
払う	2
扱	1
抜く	2
押しつける	1
括る	2
拳	1
指	4
指定	2
振舞	1
据える	1
掠る	1
控	16
推察	2
掻	2
揉む	1
揺る	1
撃	2
撫	4
放免	2
教育	12
料理	6
斟酌	2
斥	1
断然	1
断行	1
新任	2
新来	2
新築	2
新調	1
方	116
旗	1
日暮	1
日本人	1
明き	1
明後日	3
明日	8
明治	1
易	2
昭和	1
時々	14
曲げる	5
曲る	1
書画	1
最中	2
服	2
服膺	1
望む	1
本来	1
杉	3
東	4
東京	37
柏寺	1
柳	3
柳沢	1
椅子	2
植木	1
椽	4
極める	4
構う	19
横付け	1
機会	1
欲張り	1
正	1
死ぬ	19
殺生	1
毘沙門	1
気	75
気の毒	27
気風	3
水気	1
求め	1
沙汰	1
法	7
泥棒	2
注文	7
洛	1
流行	1
浮く	1
浸る	2
深い	6
清い	3
温	2
測る	1
湯	17
無	17
無茶苦茶	2
焼餅	1
照	1
熟練	2
熱い	3
物理	5
物騒	2
猟	2
現象	1
生れ	1
生れ変る	1
生意気	12
由緒	1
画	7
留守番	1
異名	1
疳	2
省ける	1
真相	1
真赤	4
真逆様	1
着手	1
硯	3
示す	1
祝詞	2
祟	2
祭り	1
稲光	1
穏	1
空く	2
突	10
立派	10
端	4
竹	6
竹輪	1
笑われる	1
等	11
粉	1
絶景	2
絹	2
続く	1
練る	1
繰り返す	2
羽織	6
翌日	5
考え	11
聴く	2
胡麻塩	1
胴の間	1
胴間声	1
脛	3
脱ぐ	1
腐る	1
腥い	1
腹案	2
膝	4
臆病	1
自伝	1
自身	3
臭	6
舟	3
舳	1
良	1
色男	2
若い衆	1
苦しい	5
苦しむ	1
茫然	1
茶碗	1
落っこちる	1
蕎麦湯	1
薩摩芋	1
藁	1
虫	3
蛙	1
融通	1
血気	1
見え	2
見当る	2
覚悟	5
親切	14
評判	6
話	26
読	1
読み書き	1
論断	1
講釈	5
謝罪	8
豪傑	1
貫	3
責任	7
買う	18
貸す	4
資本	3
質屋	3
贅沢	2
贔屓	1
赴任	4
越中褌	2
身分	3
車力	1
車夫	2
車屋	3
軽い	2
輿	1
辻褄	1
近辺	2
返電	1
迷子	2
追	2
退る	2
退校	2
遊び	4
遍	5
過ごす	1
達者	5
遠方	1
遣う	2
遣り込める	3
遮る	1
避	1
重い	2
針	4
鎌倉	3
間	31
随分	11
隠居	1
離れる	1
難癖	2
雪踏	1
革	5
響	1
頂く	4
順々	1
順当	1
顛倒	1
飛び上がる	4
食べる	2
飯	9
香	1
香水	1
駒下駄	2
驚く	8
鯉	1
黒白	1
５	11
4	1
right	1
あいにく	4
あいまつ	1
あう	7
あおむ	2
あした	10
あすこ	4
あたし	1
あだな	5
あの	45
あれ	12
あわてる	1
あんた	2
いい	116
いいえ	6
いかにも	2
いける	14
いずれ	2
いせる	4
いたずら	14
いつしか	3
いつも	2
いぬ	7
いぶ	1
いむ	1
いやいや	1
いやしくも	1
いんきくさい	1
いんぎん	3
うま	6
えらく	1
おととい	1
おどす	1
おどる	22
おや	8
お目にかかる	3
お茶	5
かこう	2
かたい	1
からだ	1
かんする	1
かんべん	1
がれ	2
きえる	1
きく	17
きる	7
きんちょう	1
ぎではない	1
ぎぬ	1
くぐる	3
くし	2
くだらない	3
くみ	1
くら	8
くるう	1
くれる	70
くろい	1
くん	1
ぐうぐう	2
ぐってる	1
けいべつ	1
けさ	3
けた	15
けっこん	1
けむる	2
こうか	2
こうじる	1
こうむる	3
こども	1
ご	69
ごろごろ	1
さもしい	1
ざいご	1
しく	15
してやる	13
しょうじ	2
しょうぶ	1
しる	2
じい	4
じゅうぶん	3
じゅん	5
すき	3
すきや	1
すくう	1
すっぽん	1
すみ	4
ずたずた	1
そこ	12
そで	3
そのうち	8
それだけ	1
ぞろぞろ	1
たおる	4
たけ	1
たたむ	4
だましうち	1
だれ	21
ちく	2
ちっとも	6
ちゃう	1
ちょうだい	2
ちる	40
つくる	1
つつむ	1
つま	4
つめる	1
つもり	31
づつみ	1
とっさ	1
となり	1
どんな	11
なくなる	2
なぐ	9
なつかしい	1
なでる	2
にげる	1
にこにこ	1
にる	5
ぬぐう	5
ぬらぬら	1
のびのび	1
のめる	1
はいる	42
はうら	6
はか	1
はさ	2
はじめ	1
はじめて	1
はずれる	3
はた	8
ぱちぱち	2
ひかえる	5
ひがむ	1
ひびく	1
ひやかす	2
ひょうへん	1
ひらつく	1
びたり	1
ぴくぴく	1
ふく	4
ふやす	1
ふる	39
ふわふわ	1
ふわり	1
ぶさた	2
ぶっそう	2
ぶらぶら	2
ぶり	1
ぶんぶん	2
べらんめえ	4
ほこ	1
ほしい	2
ぼうちょう	1
ぼかす	1
ぼくねんじん	1
ぼや	1
ぽかぽか	1
ぽたぽた	1
まう	8
まことに	3
まさに	1
ますます	5
まず	7
まつ	12
まるで	15
まれ	1
みえる	1
みくびる	1
みる	134
むような	1
めし	3
めったに	4
めん	16
もったいない	1
やおや	2
やご	1
ゆ	21
ゆっくり	4
よこす	2
らく	6
りゃく	1
ろか	4
わずか	2
わんわん	1
インターネット	1
ゴルキ	8
チーン	1
ニッケル	1
ハンケチ	2
パイプ	6
フロック	2
ヘボ	1
ラフハエル	1
ルビ	2
一夜作り	1
一般	2
万事	4
万歳	5
下りる	3
下手	6
不思議	11
両君	2
両方	2
並ぶ	3
並べる	5
丸木	1
乗り後れる	1
乗り気	1
乗る	25
事実	6
事故	1
井戸端	1
人声	3
人家	1
人形	2
人数	1
今夜	18
仕合せ	1
仕打	1
仕方	28
他	1
代る	2
仮り	2
任じる	1
伺	3
低	1
体操	6
何となく	1
信じる	6
俸	1
傘	2
働く	9
元来	3
兄さん	2
先ほど	1
入れる	29
入口	3
全然	3
全速力	1
公言	1
内々	1
写生	1
凌雲	1
出せる	2
出来る	88
出逢う	2
刀	1
別段	14
制作	1
割り	1
勇気	1
動く	9
半	4
半ば	4
半町	2
卑怯	10
卒業生	2
単語	1
即席	3
厚	1
原稿	1
厳重	2
去る	9
取消	2
受け合う	4
口説く	1
古い	2
可哀想	4
可愛い	2
合	4
吉川	9
同じ	21
同様	1
同類	2
名づける	1
名誉	2
否	3
否や	3
呑み込む	1
品性	2
唄う	4
唐茄子	3
善	1
善後	1
喜ぶ	10
営	1
土百姓	1
垂	1
埋る	2
堕落	2
場合	3
場所	2
塀	1
塊	3
塞	6
増長	2
外出	2
多人数	1
夜	12
大きな	40
大切	2
大当り	1
大抵	15
大病	1
天の川	1
天主	1
天井	1
天意	1
天道	1
太い	1
女中	1
好人物	2
妲	1
姓名	1
威嚇	2
娯楽	10
安閑	1
宮崎	2
容易	2
寄	1
寒い	2
尊	3
小学校	3
少々	20
尻込み	1
屋号	1
屋敷	7
巡査	7
帝国	4
常識	2
平仮名	1
平手	1
年寄	5
幹事	1
床	15
廻す	3
廻る	10
弾	2
徳利	3
心得顔	1
心配	19
忠告	3
思える	3
恐い	1
悪い	6
悪太郎	1
愚弄	1
慚	2
成績	1
所	73
手前	4
手続き	5
手腕	1
打ち合せる	2
打撃	1
批評	1
折合	2
抛り出す	1
押せる	2
拭く	2
拾	1
持ち込む	1
持てる	4
持主	1
掲	1
揚	5
揮	1
擲	9
教える	12
教師	44
教頭	39
散る	1
散歩	7
敷石	1
斜	1
新体詩	3
方向	2
既	1
早々	2
明ける	3
昔	7
時には	1
普	1
暖	1
暴慢	1
曲り角	1
書記	4
有望	3
朝夕	1
末座	1
本	10
本場	1
枚	4
栄進	1
根方	1
棚	1
森	2
様子	14
次第に	1
欲	2
正しい	2
正気	1
正義	1
殖	1
毒	1
比べ物	1
油断	5
泣く	3
洒落る	2
洗濯	1
洩る	1
浮き上がる	1
涼	1
淑女	1
済まない	6
温良	1
漱石	4
灸	1
烈	1
無位	1
無法	3
無責任	2
然	2
爺	4
特権	1
狐	1
狭苦しい	1
狸	35
猪口才	1
珍事	1
理非	1
環	1
瓶	1
生来	1
生涯	2
用	4
甲	1
甲斐	1
申し立てる	1
留まる	2
発行	2
皆	1
皮	4
直	1
直ちに	1
眺	7
睨める	2
瞼	1
砂	2
破裂	1
磨	3
礼儀	1
祝勝	5
稲	1
立てる	10
笑いかける	1
第	12
答	2
箆	1
範囲	1
篦棒	1
簡便	1
糸	14
紅梅	1
終り	1
絛虫	1
給	2
総代	1
縁故	1
縁日	1
置	1
考え付く	2
耶	1
聞	8
聞かす	4
肥料	3
背	4
背負	1
胴	1
胸糞	1
能弁	1
膨	3
臨む	1
自分勝手	1
舌	13
良友	1
色つや	1
花鳥	1
苦労	1
落とす	1
蒙る	3
蒲鉾	2
薄っぺら	1
蚊	2
行	10
要撃	1
見出し	11
見苦しい	1
見送り	2
親	3
親不孝	1
角	5
試みる	2
論	1
講義	1
豪胆	1
責	5
賞	8
赤い	6
起す	3
起る	7
足す	1
足る	1
軽石	1
辞令	10
込む	15
近頃	3
追いつく	2
送る	1
通り掛る	1
連中	14
運び	1
過	3
道具	1
道楽	4
遠慮	5
酒	5
酔う	1
酔っ払う	1
釣れる	5
銀貨	1
錨	1
鎖	2
門	9
開業	2
陰	1
険	3
階	19
障子	8
雑兵	1
雲	1
青空	3
靠	1
面倒	13
靴	5
頻繁	1
頼	9
食える	3
食わせる	1
飼う	1
養成	1
饒舌	1
騒	7
骨	10
鳴らす	1
麻布	2
黒人	1
黙る	3
鼈	1
鼻柱	1
1992	1
5	2
あいた	1
あくる日	2
あけ	2
あさい	1
あしからず	1
あっと	1
あべこべ	1
あらわれる	1
あんな	17
いえる	6
いかが	1
いく	14
いす	2
いちご	1
いてる	3
いなか	13
いね	1
いばる	5
いる	12
うし	4
うに	1
うふ	2
うん	19
えんぜつ	1
おおきな	1
おこ	8
おもむく	1
お世話	2
お気	1
お湯	1
お祭り	1
お話	3
かかる	24
かげ	6
かしら	1
かぜ	2
かたがた	1
かっぽ	1
かつお	1
かなり	1
かや	1
かわせ	1
かんじょう	3
がかい	1
がけ	1
がたい	8
がまん	8
きぐ	1
きの	1
ぎす	1
ぎょうさん	1
ぎりで	2
ぎろう	1
くい	36
くさび	1
くじ	1
くむ	2
くり	3
ぐずる	1
ぐち	5
ぐみ	1
ぐれる	1
けが	2
げた	6
こういう	3
こうしょう	3
こうもり	1
こくら	2
ここいら	1
こだわる	1
こっち	25
ことば	1
ささやく	1
しず	3
しの	3
しゅく	7
しゅじゅ	1
しゅっ	3
しょうかい	1
しるこ	1
じょうぶ	1
すい	8
すぎ	3
すっかり	2
すでに	4
すべる	1
すむ	2
すもう	5
ずうずうしい	1
せんこう	1
そういう	1
そそっかしい	2
そっち	1
そむける	1
たかる	1
たしかめる	1
たたく	4
たった	5
たった今	1
たて	2
たもと	2
たより	1
だいじょうぶ	4
だんな	2
ちの	1
っ子	21
つき	4
つづける	3
つながる	1
つれる	5
づま	1
てんから	1
とある	1
とうりゅう	1
とこ	6
としい	1
とまる	4
とりはからう	1
ど	11
どうぞ	3
どころ	6
どちら	4
どっか	3
なにとぞ	1
なべ	2
なまぐさい	1
ぬく	3
ねじ	2
のち	2
はあ	1
はぎの	3
はしけ	1
はする	1
はだかる	1
はちまん	1
はな	6
はねる	1
はま	3
はるばる	1
ばか	15
ぱちつかせる	2
ひいき	2
ひょう	2
ひょっくり	1
ひろびろ	1
ひんぱん	1
び	6
ぴたり	1
ふう	3
ふつ	3
ぶす	2
ぶらさがる	1
ぶる	17
ぷつりと	1
へん	5
べっかんこう	1
ほお	2
ほんろう	1
ぼんやり	5
ぽかんと	2
まぶた	1
みかん	1
みつ	1
みの	1
むく	16
むる	1
めい	3
めじ	3
めんどう	6
もうす	1
もし	66
もち	7
もん	60
やり切れない	1
ゅうが	1
ゅろぼうき	1
ょ	11
らいらく	1
らっぱ	2
ら致	1
りく	3
るい	20
れき	2
れん	3
ろうばい	4
わがまま	1
ステッキ	1
ズボン	1
ダーク	1
ダース	2
ナイフ	2
ハハハハハ	1
フランクリン	1
一散	1
万一	1
丈夫	1
三太郎	1
上代	1
上山	1
下駄	1
不仕合せ	1
不埒	3
不浄	1
不用	1
中	80
中止	1
乏い	1
乗り込む	5
乱暴	13
乳	1
了見	10
争う	1
云	20
人前	1
人物	6
仕入れる	1
仕合	1
付け	3
代数	1
代筆	1
以外	4
仰天	1
仰山	1
伊万里	2
伝兵衛	1
伝授	3
位置	2
住田	4
何だ	7
余	1
余地	2
作る	6
作品	1
使用	1
例	23
依然	2
依頼	2
保つ	1
修正	1
倍	3
倒れる	2
借り切る	1
偽筆	1
傭	1
傷	2
僕	47
元	6
兄弟分	1
充分	3
免	1
入り	1
八	9
公平	2
六つ	2
出す	101
出る	153
出入	5
出直し	1
出頭	2
刑罰	1
利	1
利益	1
到底	14
制す	1
刺身	1
削る	2
前途	2
剛	1
剥	1
割る	4
加盟	1
動き出す	1
務める	1
勝	2
勝手次第	1
募集	1
勧誘	1
包	2
区点	1
十	88
卒中	1
単簡	2
危険	1
参考	2
双方	2
反対	4
反応	1
取りつく	1
取り消し	1
合併	2
合間	1
同意	1
咳	1
唸る	2
善良	2
喜ばす	1
嘘つき	1
四つ	5
困る	41
土地	7
坊主	6
堂々	1
堂々たる	1
堅	5
士	10
売買	1
変	8
夜遊び	4
大	17
大きに	2
大嫌い	1
大概	7
大町	1
天網	1
奏	1
奥さん	7
奸物	6
始終	1
嫁	7
字	22
安	1
家賃	2
寄宿舎	2
射る	2
尋	11
尋常	1
小日向	2
尽	3
居合	1
屈伏	1
山城	10
山嵐	155
岡	1
巡	4
差す	1
布令	1
幅	3
平成	1
年中	2
年嵩	1
広告	1
底	6
延岡	10
建築	2
廻転	1
弁舌	3
弁論	1
引き返す	3
張	4
張りつける	1
当	5
当地	3
形式	1
影	4
役所	1
待	2
後生	1
後鉢巻	2
復する	1
心得る	4
応じる	5
思いきる	1
思い込む	1
思う	193
急	24
性分	4
怪我	1
恐る	9
恵	1
悪事	1
情	1
情ない	5
感化	1
慚愧	1
懐中	1
懐手	1
所得	1
手	37
手の甲	1
手廻し	1
打擲	1
払	9
抑	3
折々	4
押す	1
担ぐ	2
拍	2
拳骨	2
拵	1
持ち出す	1
持つ	43
指揮	1
捏	1
掃き出す	2
掘る	1
探偵	1
接する	1
換	3
損	7
支	10
支度	1
教わる	1
敬愛	1
数奇	2
敵	4
敷島	1
新しい	2
新橋	2
方角	2
旗本	2
旦那	2
明瞭	1
昼飯	1
時代	3
暑い	4
暮す	3
書生	3
有様	1
朝顔	1
札	5
柱時計	1
格別	1
植	1
植え付ける	1
楓	1
極り	1
構	3
構え	1
模範	1
欠席	1
欲しい	5
正直	9
正誤	4
歩ける	1
歯	2
死骸	1
段	3
毎日	11
毒気	2
比べ	1
氏	2
水底	1
氷水	7
汁	1
油	1
法螺吹き	2
洗い	1
海	12
渡	6
湧	2
満足	2
溜息	1
潔白	2
火鉢	1
灯	2
無人島	1
無理	6
無論	16
無頼漢	1
焦る	3
照らす	1
燗	1
物質	2
状態	1
狼狽	4
猫	3
猿	4
玉子	5
理由	8
理窟	2
生	17
申	1
男らしい	3
留守	2
略	1
番号	1
登用	1
白	2
盃	2
相談	9
真先	2
真黒	1
祝する	1
神楽坂	2
禁錮	1
程度	1
突然	5
立ち上がる	4
立つ	49
笑う	44
笑声	1
筋	2
簡単	1
純粋	1
紫	1
終える	1
組み合う	1
結構	5
給仕	2
縛	1
縦覧	1
纏める	1
罰金	2
義理	5
習慣	2
老人	1
考え込む	3
者	45
胃	2
胆力	1
胡	11
脱	2
膳	7
臥	2
自ら	2
至り	2
舐る	1
花月	1
若々しい	1
苦情	2
荒肝	1
菓子	2
落	5
落ちつく	2
落度	2
蒲団	2
蔭	3
街	1
裏	5
裏町	1
裏表	2
襯	1
見つめる	2
見届ける	4
見廻す	2
見立てる	1
覗	5
覚える	1
親指	3
親方	2
言葉	25
話しかける	4
詳	7
認める	2
読みかける	1
読み通す	2
論法	2
謹直	1
負け惜しみ	1
負傷	1
貰える	1
買	6
資格	2
賛成	9
質問	3
起き抜け	1
起つ	1
距離	1
跳ねる	1
踏む	1
身	8
身動き	1
軒端	1
軽侮	3
辛	3
辞職	10
近い	1
近づく	2
迷う	1
通じる	3
通り過ぎる	2
遊廓	6
遭	1
部屋	27
釣り	1
錠前	1
長	1
長持ち	1
開会	1
陰気	1
陸海	1
隅	3
隙	2
障る	4
隣	8
難儀	1
靡	2
面前	1
面白い	14
頁	1
飛び起きる	4
食う	51
食わす	4
香具師	1
験	1
骨董	7
高知	4
髯	1
魂消る	1
鰹	1
麹	2
黒板	3
鼻	15
62	1
aozora	1
あ	53
あきれる	1
あきれ返る	2
あさって	4
あたる	3
あちら	1
あて	6
あふれる	1
あまり	26
あや	3
いう	21
いかに	2
いかん	3
いっそ	2
いつ	17
いも	4
うける	2
うじ	1
うずくまる	1
うつくしい	1
うむ	2
